	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
2504	12	Default BKT Controller(23)	AD 6_5_plus_3_10	1	JCommTable4.R0C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	incorrect	2	1	1	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	Single-KC	13	0.3365600959785053
2505	13	Default BKT Controller(23)	AD 6_5_plus_3_10	1	JCommTable6.R1C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	incorrect	2	1	1	AD JCommTable6.R1C0	2	JCommTable6.R1C0	2	Single-KC	14	0.4489519106855616
2506	14	Default BKT Controller(23)	AD 6_5_plus_3_10	1	JCommTable5.R1C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	incorrect	2	1	1	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	Single-KC	15	0.31193568491274776
2507	15	Default BKT Controller(23)	AD 6_5_plus_3_10	1	JCommTable5.R0C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	incorrect	2	1	1	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	Single-KC	16	0.24447986959103815
2508	16	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable8.R0C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	correct	0	1	0	AD JCommTable8.R0C0	3	JCommTable8.R0C0	3	Single-KC	17	0.8290266492705267
2509	17	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable4.R1C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	correct	1	1	0	AD JCommTable4.R1C0	3	JCommTable4.R1C0	3	Single-KC	18	0.5762760655441344
2510	18	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable4.R0C0	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	1/1/1970 2:31	correct	0	1	0	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3	Single-KC	19	0.4279427579585884
2511	19	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable6.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	incorrect	1	1	0	AD JCommTable6.R0C0	3	JCommTable6.R0C0	3	Single-KC	20	0.5194815688261047
2512	20	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable5.R1C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	Single-KC	21	0.48803059129414395
2513	21	Default BKT Controller(23)	AD 5_5_plus_4_10	1	done	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	incorrect	2	1	0	AD done	3	done	3	Single-KC	22	0.41924859014399696
2514	22	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable5.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	Single-KC	23	0.3230349675603059
2515	23	Default BKT Controller(23)	AD 5_5_plus_4_10	1	JCommTable6.R1C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable6.R1C0	3	JCommTable6.R1C0	3	Single-KC	24	0.4585089147783956
2516	24	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable8.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable8.R0C0	4	JCommTable8.R0C0	4	Single-KC	25	0.8317333826410925
2517	25	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable4.R1C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable4.R1C0	4	JCommTable4.R1C0	4	Single-KC	26	0.6817038602182642
2518	26	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable4.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable4.R0C0	4	JCommTable4.R0C0	4	Single-KC	27	0.5245208928034739
2519	27	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable5.R1C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4	Single-KC	28	0.6671475015574919
2520	28	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable5.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4	Single-KC	29	0.4130321446089093
2521	29	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable6.R1C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable6.R1C0	4	JCommTable6.R1C0	4	Single-KC	30	0.4680965440547301
2522	30	Default BKT Controller(23)	AD 7_4_plus_3_7	1	JCommTable6.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD JCommTable6.R0C0	4	JCommTable6.R0C0	4	Single-KC	31	0.5311483407800875
2523	31	Default BKT Controller(23)	AD 7_4_plus_3_7	1	done	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	correct	0	1	0	AD done	4	done	4	Single-KC	32	0.6339235024522323
2524	32	Default BKT Controller(23)	M 2_3_times_3_1	1	JCommTable8.R0C0	1/1/1970 2:32	1/1/1970 2:32		1/1/1970 2:32	incorrect	1	0	0	M  JCommTable8.R0C0	1	JCommTable8.R0C0	5	Single-KC	33	1.820536182384091e-08
2525	33	Default BKT Controller(23)	M 2_3_times_3_1	1	JCommTable6.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	hint	1	1	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	5	Single-KC	34	0.2905220410678082
2526	34	Default BKT Controller(23)	M 2_3_times_3_1	1	done	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	incorrect	1	1	1	M  done	1	done	5	Single-KC	35	0.5299555948627935
2527	35	Default BKT Controller(23)	M 2_3_times_3_1	1	JCommTable6.R1C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:32	hint	1	1	1	M  JCommTable6.R1C0	1	JCommTable6.R1C0	5	Single-KC	36	0.4804134250456952
2528	36	Default BKT Controller(23)	AS 10_8_plus_9_8	1	JCommTable8.R0C0	1/1/1970 2:32	1/1/1970 2:32		1/1/1970 2:32	incorrect	1	0	0	AS JCommTable8.R0C0	1	JCommTable8.R0C0	6	Single-KC	37	3.56498288605929e-23
2529	37	Default BKT Controller(23)	AS 10_8_plus_9_8	1	JCommTable6.R0C0	1/1/1970 2:32	1/1/1970 2:32	1/1/1970 2:33	1/1/1970 2:33	incorrect	2	1	1	AS JCommTable6.R0C0	1	JCommTable6.R0C0	6	Single-KC	38	0.6042024942137945
2530	38	Default BKT Controller(23)	AS 10_8_plus_9_8	1	JCommTable6.R1C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	correct	0	1	0	AS JCommTable6.R1C0	1	JCommTable6.R1C0	6	Single-KC	39	0.6105240255278939
2531	39	Default BKT Controller(23)	AS 10_8_plus_9_8	1	done	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	correct	0	1	0	AS done	1	done	6	Single-KC	40	0.6753842792227498
2532	40	Default BKT Controller(23)	M 1_9_times_2_7	1	JCommTable6.R1C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	incorrect	2	1	1	M  JCommTable6.R1C0	2	JCommTable6.R1C0	7	Single-KC	41	0.530565470509873
2533	41	Default BKT Controller(23)	M 1_9_times_2_7	1	JCommTable6.R0C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	incorrect	3	1	1	M  JCommTable6.R0C0	2	JCommTable6.R0C0	7	Single-KC	42	0.3713468190600139
2534	42	Default BKT Controller(23)	M 1_9_times_2_7	1	done	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	correct	0	1	0	M  done	2	done	7	Single-KC	43	0.7206267790000683
2535	43	Default BKT Controller(23)	AS 6_2_plus_6_2	1	JCommTable6.R1C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	correct	1	1	0	AS JCommTable6.R1C0	2	JCommTable6.R1C0	8	Single-KC	44	0.6179006338262396
2536	44	Default BKT Controller(23)	AS 6_2_plus_6_2	1	JCommTable6.R0C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	incorrect	1	1	1	AS JCommTable6.R0C0	2	JCommTable6.R0C0	8	Single-KC	45	0.6208251380159432
2537	45	Default BKT Controller(23)	AS 6_2_plus_6_2	1	done	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	correct	0	1	0	AS done	2	done	8	Single-KC	46	0.8576417290472615
2538	46	Default BKT Controller(23)	M 9_2_times_4_5	1	JCommTable6.R1C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	incorrect	1	1	0	M  JCommTable6.R1C0	3	JCommTable6.R1C0	9	Single-KC	47	0.5801076827052027
2539	47	Default BKT Controller(23)	M 9_2_times_4_5	1	JCommTable6.R0C0	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	incorrect	3	1	1	M  JCommTable6.R0C0	3	JCommTable6.R0C0	9	Single-KC	48	0.46007603237271666
2540	48	Default BKT Controller(23)	M 9_2_times_4_5	1	done	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	1/1/1970 2:33	correct	0	1	0	M  done	3	done	9	Single-KC	49	0.8551006073713737
2541	49	Default BKT Controller(23)	AS 1_8_plus_9_8	1	JCommTable6.R1C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	incorrect	1	1	0	AS JCommTable6.R1C0	3	JCommTable6.R1C0	10	Single-KC	50	0.6252232939471426
2542	50	Default BKT Controller(23)	AS 1_8_plus_9_8	1	JCommTable6.R0C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	AS JCommTable6.R0C0	3	JCommTable6.R0C0	10	Single-KC	51	0.637168893439226
2543	51	Default BKT Controller(23)	AS 1_8_plus_9_8	1	done	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	AS done	3	done	10	Single-KC	52	0.9457840601252121
2544	52	Default BKT Controller(23)	M 1_9_times_4_5	1	JCommTable6.R1C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	1	1	0	M  JCommTable6.R1C0	4	JCommTable6.R1C0	11	Single-KC	53	0.6280864516754716
2545	53	Default BKT Controller(23)	M 1_9_times_4_5	1	JCommTable6.R0C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  JCommTable6.R0C0	4	JCommTable6.R0C0	11	Single-KC	54	0.5514102078392532
2546	54	Default BKT Controller(23)	M 1_9_times_4_5	1	done	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  done	4	done	11	Single-KC	55	0.9310406786957715
2547	55	Default BKT Controller(23)	AS 6_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	incorrect	1	1	0	AS JCommTable6.R0C0	4	JCommTable6.R0C0	12	Single-KC	56	0.6532017007114644
2548	56	Default BKT Controller(23)	AS 6_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	AS JCommTable6.R1C0	4	JCommTable6.R1C0	12	Single-KC	57	0.6324890872023349
2549	57	Default BKT Controller(23)	AS 6_1_plus_9_1	1	done	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	AS done	4	done	12	Single-KC	58	0.980587583953603
2550	58	Default BKT Controller(23)	M 8_7_times_2_3	1	JCommTable6.R1C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  JCommTable6.R1C0	5	JCommTable6.R1C0	13	Single-KC	59	0.6736669408537483
2551	59	Default BKT Controller(23)	M 8_7_times_2_3	1	JCommTable6.R0C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  JCommTable6.R0C0	5	JCommTable6.R0C0	13	Single-KC	60	0.6394036723853815
2552	60	Default BKT Controller(23)	M 8_7_times_2_3	1	done	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  done	5	done	13	Single-KC	61	0.968641004437869
2553	61	Default BKT Controller(23)	AS 9_4_plus_7_4	1	JCommTable6.R0C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	AS JCommTable6.R0C0	5	JCommTable6.R0C0	14	Single-KC	62	0.6688942008681162
2554	62	Default BKT Controller(23)	AS 9_4_plus_7_4	1	JCommTable6.R1C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	incorrect	1	1	0	AS JCommTable6.R1C0	5	JCommTable6.R1C0	14	Single-KC	63	0.6396951947150329
2555	63	Default BKT Controller(23)	AS 9_4_plus_7_4	1	done	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	AS done	5	done	14	Single-KC	64	0.9932096473460655
2556	64	Default BKT Controller(23)	M 5_1_times_8_7	1	JCommTable6.R0C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	incorrect	1	1	1	M  JCommTable6.R0C0	6	JCommTable6.R0C0	15	Single-KC	65	0.7189347114291257
2557	65	Default BKT Controller(23)	M 5_1_times_8_7	1	JCommTable6.R1C0	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  JCommTable6.R1C0	6	JCommTable6.R1C0	15	Single-KC	66	0.7161854796093332
2558	66	Default BKT Controller(23)	M 5_1_times_8_7	1	done	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	1/1/1970 2:34	correct	0	1	0	M  done	6	done	15	Single-KC	67	0.9860468641612692
2559	67	Default BKT Controller(23)	M 2_4_times_7_1	1	JCommTable6.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	M  JCommTable6.R1C0	7	JCommTable6.R1C0	16	Single-KC	68	0.7551774678786964
2560	68	Default BKT Controller(23)	M 2_4_times_7_1	1	JCommTable6.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	M  JCommTable6.R0C0	7	JCommTable6.R0C0	16	Single-KC	69	0.7867743133210618
2561	69	Default BKT Controller(23)	M 2_4_times_7_1	1	done	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	M  done	7	done	16	Single-KC	70	0.9938528849618826
2562	70	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable6.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	incorrect	2	1	0	AD JCommTable6.R1C0	5	JCommTable6.R1C0	17	Single-KC	71	0.4777077884606709
2563	71	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable6.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	incorrect	1	1	0	AD JCommTable6.R0C0	5	JCommTable6.R0C0	17	Single-KC	72	0.5427811619828169
2564	72	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable8.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	1	1	0	AD JCommTable8.R0C0	5	JCommTable8.R0C0	7	Single-KC	73	0.8344058241734844
2565	73	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable4.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable4.R1C0	5	JCommTable4.R1C0	5	Single-KC	74	0.7713097520495037
2566	74	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable4.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	Single-KC	75	0.619299082513754
2567	75	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable5.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	Single-KC	76	0.8082238447112577
2568	76	Default BKT Controller(23)	AD 7_6_plus_10_6	1	JCommTable5.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	Single-KC	77	0.5092413908570308
2569	77	Default BKT Controller(23)	AD 7_6_plus_10_6	1	done	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD done	5	done	17	Single-KC	78	0.8059695248057689
2570	78	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable6.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	incorrect	1	1	0	AD JCommTable6.R1C0	6	JCommTable6.R1C0	18	Single-KC	79	0.4873355682034774
2571	79	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable6.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	incorrect	1	1	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	18	Single-KC	80	0.5543675139572318
2572	80	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable8.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	hint	0	1	1	AD JCommTable8.R0C0	6	JCommTable8.R0C0	8	Single-KC	81	0.8370441373006768
2573	81	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable4.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable4.R1C0	6	JCommTable4.R1C0	6	Single-KC	82	0.8415531598750059
2574	82	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable5.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	83	0.898594880770196
2575	83	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable4.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6	Single-KC	84	0.7057821596836608
2576	84	Default BKT Controller(23)	AD 4_8_plus_9_1	1	JCommTable5.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	85	0.6047709169508888
2577	85	Default BKT Controller(23)	AD 4_8_plus_9_1	1	done	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD done	6	done	18	Single-KC	86	0.908792148549795
2578	86	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable8.R0C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable8.R0C0	7	JCommTable8.R0C0	9	Single-KC	87	0.8396484937506054
2579	87	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable4.R1C0	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	1/1/1970 2:35	correct	0	1	0	AD JCommTable4.R1C0	7	JCommTable4.R1C0	7	Single-KC	88	0.8932081941107958
2580	88	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable5.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable5.R1C0	7	JCommTable5.R1C0	7	Single-KC	89	0.9490640451499577
2581	89	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable5.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	incorrect	1	1	0	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7	Single-KC	90	0.6929183699839094
2582	90	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable4.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable4.R0C0	7	JCommTable4.R0C0	7	Single-KC	91	0.77961052095571
2583	91	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable6.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	incorrect	2	1	0	AD JCommTable6.R1C0	7	JCommTable6.R1C0	19	Single-KC	92	0.4969727545058291
2584	92	Default BKT Controller(23)	AD 9_2_plus_1_4	1	JCommTable6.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable6.R0C0	7	JCommTable6.R0C0	19	Single-KC	93	0.5658950792207705
2585	93	Default BKT Controller(23)	AD 9_2_plus_1_4	1	done	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD done	7	done	19	Single-KC	94	0.9598409646289455
2586	94	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable8.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable8.R0C0	8	JCommTable8.R0C0	10	Single-KC	95	0.842219073237879
2587	95	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable4.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable4.R1C0	8	JCommTable4.R1C0	8	Single-KC	96	0.9294352848748423
2588	96	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable4.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable4.R0C0	8	JCommTable4.R0C0	8	Single-KC	97	0.8391355347813194
2589	97	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable5.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable5.R1C0	8	JCommTable5.R1C0	8	Single-KC	98	0.9751105232884973
2590	98	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable5.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable5.R0C0	8	JCommTable5.R0C0	8	Single-KC	99	0.768918230134434
2591	99	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable6.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	20	Single-KC	100	0.577351792829133
2592	100	Default BKT Controller(23)	AD 5_10_plus_2_5	1	JCommTable6.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	20	Single-KC	101	0.5066121906678717
2593	101	Default BKT Controller(23)	AD 5_10_plus_2_5	1	done	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AD done	8	done	20	Single-KC	102	0.982856851266429
2594	102	Default BKT Controller(23)	M 9_6_times_3_5	1	JCommTable6.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	M  JCommTable6.R0C0	8	JCommTable6.R0C0	21	Single-KC	103	0.8418418890797839
2595	103	Default BKT Controller(23)	M 9_6_times_3_5	1	JCommTable8.R0C0	1/1/1970 2:36	1/1/1970 2:36		1/1/1970 2:36	incorrect	1	0	0	M  JCommTable8.R0C0	2	JCommTable8.R0C0	11	Single-KC	104	1.820536182384091e-08
2596	104	Default BKT Controller(23)	M 9_6_times_3_5	1	JCommTable6.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	M  JCommTable6.R1C0	8	JCommTable6.R1C0	21	Single-KC	105	0.7903804386836508
2597	105	Default BKT Controller(23)	M 9_6_times_3_5	1	done	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	M  done	8	done	21	Single-KC	106	0.9973038026045402
2598	106	Default BKT Controller(23)	AS 6_2_plus_10_2	1	JCommTable6.R1C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	incorrect	1	1	0	AS JCommTable6.R1C0	6	JCommTable6.R1C0	22	Single-KC	107	0.6468389010692982
2599	107	Default BKT Controller(23)	AS 6_2_plus_10_2	1	JCommTable8.R0C0	1/1/1970 2:36	1/1/1970 2:36		1/1/1970 2:36	incorrect	1	0	0	AS JCommTable8.R0C0	2	JCommTable8.R0C0	12	Single-KC	108	3.56498288605929e-23
2600	108	Default BKT Controller(23)	AS 6_2_plus_10_2	1	JCommTable6.R0C0	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AS JCommTable6.R0C0	6	JCommTable6.R0C0	22	Single-KC	109	0.6842198980101766
2601	109	Default BKT Controller(23)	AS 6_2_plus_10_2	1	done	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	1/1/1970 2:36	correct	0	1	0	AS done	6	done	22	Single-KC	110	0.9976444875312294
2602	110	Default BKT Controller(23)	AS 9_7_plus_9_7	1	JCommTable6.R1C0	1/1/1970 2:37	1/1/1970 2:37	1/1/1970 2:37	1/1/1970 2:37	correct	0	1	0	AS JCommTable6.R1C0	7	JCommTable6.R1C0	23	Single-KC	111	0.6539175975952098
